feat_list,hyper_param,fold,avg,std
2,18,13,414.5962103401859,290.5660418009303
2,18,15,409.65803706107965,298.4850727128863
2,18,17,393.39282407978845,318.26149349399947
2,18,19,395.0989831507357,317.18889117925227
2,18,21,389.96379379809343,324.30533191712254
2,19,3,476.0436195718401,207.08517350493713
2,19,5,466.6146363576116,197.21622797458107
2,19,7,424.7230011677801,286.90998921704596
2,19,9,431.326295466055,263.79775442808267
2,19,11,420.2193823228514,282.5537384247938
2,19,13,412.8371872722303,291.6294752791196
2,19,15,408.30555751680185,298.3508807500565
2,19,17,392.66119322749216,321.46183194968506
2,19,19,392.9497884415789,317.24085329585796
2,19,21,387.79086212384857,326.8441448249038
2,20,3,476.4231388050569,208.554092121539
2,20,5,466.78121976353077,200.37307644182061
2,20,7,423.4546091491187,289.1002753495285
2,20,9,431.09291834881355,265.71560818415026
2,20,11,420.2067792276539,285.42134444785023
2,20,13,413.29117050447195,293.42813646175665
2,20,15,408.2297532749279,300.7870111997963
2,20,17,392.5266096804311,321.1971114695416
2,20,19,393.05848116834676,319.4617249794516
2,20,21,387.8443354063552,327.23864603660775
3,1,3,388.6340625412734,167.0497285378584
3,1,5,354.5226336080328,110.59673830097692
3,1,7,357.0219137960047,224.59802280058096
3,1,9,326.6115936610316,153.15530314102628
3,1,11,319.6388915546772,174.52509479498698
3,1,13,318.55538569633694,174.78795145010116
3,1,15,318.4179211063036,176.9324955378173
3,1,17,303.53233907723643,199.00943660998232
3,1,19,309.325333733581,192.23341959188804
3,1,21,296.2630902336429,211.24902376019475
3,2,3,340.56527982938496,149.87749445394826
3,2,5,301.39505128743076,144.71303603754626
3,2,7,308.66212371373564,207.04766642716115
3,2,9,278.7389387291115,179.43476623785892
3,2,11,278.9398085129663,188.90219074774066
3,2,13,272.94416841918013,197.22577591602715
3,2,15,270.95118803651127,197.5130902872999
3,2,17,261.3399107717127,206.4436236689305
3,2,19,263.94445781151745,205.44540614536257
3,2,21,253.65589064502214,217.41900408602146
3,3,3,340.2912494103229,159.60222908578297
3,3,5,279.045456040682,156.5692576474059
3,3,7,294.1684428904829,220.65544166713485
3,3,9,267.535015435509,181.59841560543276
3,3,11,265.15781218915004,190.9155189519369
3,3,13,250.25501806563244,204.1197843542912
3,3,15,250.61886843156418,203.35955624363504
3,3,17,248.99602674634534,209.5178542261799
3,3,19,245.57024486327862,212.676091196656
3,3,21,235.64166049934016,223.22122368261648
3,4,3,353.3927298920592,179.30277040431008
3,4,5,291.79249813713824,166.1748023681957
3,4,7,298.1673390305091,228.12102334150268
3,4,9,265.70931428883574,196.49026394706354
3,4,11,267.3754345886779,201.9308502383156
